State,Year,Month,Death Counts
IA,2017,March,29946
IA,2017,April,30000
IA,2017,May,30122
IA,2017,June,30214
IA,2017,July,30211
IA,2017,August,30110
IA,2017,September,30123
IA,2017,October,30136
IA,2017,November,30221
IA,2017,December,30243
IA,2018,January,30145
IA,2018,February,30192
IA,2018,March,30106
IA,2018,April,30142
IA,2015,January,274
IA,2015,February,274
IA,2015,March,272
IA,2015,April,265
IA,2015,May,277
IA,2015,June,289
IA,2015,July,298
IA,2015,August,296
IA,2015,September,311
IA,2015,October,307
IA,2015,November,308
IA,2015,December,300
IA,2016,January,303
IA,2016,February,304
IA,2016,March,309
IA,2016,April,316
IA,2016,May,318
IA,2016,June,310
IA,2016,July,304
IA,2016,August,309
IA,2016,September,306
IA,2016,October,313
IA,2016,November,319
IA,2016,December,314
IA,2017,January,325
IA,2017,February,330
IA,2017,March,330
IA,2017,April,319
IA,2017,May,322
IA,2017,June,332
IA,2017,July,334
IA,2017,August,338
IA,2017,September,334
IA,2017,October,338
IA,2017,November,340
IA,2017,December,341
IA,2018,January,336
IA,2018,February,331
IA,2018,March,326
IA,2018,April,325
ID,2015,January,12667
ID,2015,February,12669
ID,2015,March,12693
ID,2015,April,12753
ID,2015,May,12849
ID,2015,June,12831
ID,2015,July,12917
ID,2015,August,12836
ID,2015,September,12782
ID,2015,October,12892
ID,2015,November,12905
ID,2015,December,12987
ID,2016,January,12912
ID,2016,February,12987
ID,2016,March,13036
ID,2016,April,13093
ID,2016,May,13131
ID,2016,June,13221
ID,2016,July,13228
ID,2016,August,13283
ID,2016,September,13227
ID,2016,October,13205
ID,2016,November,13190
ID,2016,December,13297
ID,2017,January,13479
ID,2017,February,13530
ID,2017,March,13601
ID,2017,April,13619
ID,2017,May,13588
ID,2017,June,13581
ID,2017,July,13622
ID,2017,August,13657
ID,2017,September,13770
ID,2017,October,13865
ID,2017,November,13937
ID,2017,December,13909
ID,2018,January,13901
ID,2018,February,13929
ID,2018,March,13965
ID,2018,April,13985
ID,2015,January,209
ID,2015,February,206
ID,2015,March,216
ID,2015,April,219
ID,2015,May,213
ID,2015,June,217
ID,2015,July,220
ID,2015,August,218
ID,2015,September,214
ID,2015,October,215
ID,2015,November,209
ID,2015,December,214
ID,2016,January,214
ID,2016,February,215
ID,2016,March,212
ID,2016,April,209
ID,2016,May,212
ID,2016,June,216
ID,2016,July,218
ID,2016,August,217
ID,2016,September,218
ID,2016,October,229
ID,2016,November,235
ID,2016,December,228
ID,2017,January,226
ID,2017,February,232
ID,2017,March,231
ID,2017,April,235
ID,2017,May,240
ID,2017,June,231
ID,2017,July,234
ID,2017,August,235
ID,2017,September,240
ID,2017,October,236
ID,2017,November,233
ID,2017,December,234
ID,2018,January,227
ID,2018,February,222
ID,2018,March,224
ID,2018,April,226
IL,2015,January,103054
IL,2015,February,103174
IL,2015,March,103679
IL,2015,April,104256
IL,2015,May,104525
IL,2015,June,104648
IL,2015,July,104977
IL,2015,August,105266
IL,2015,September,105207
IL,2015,October,105465
IL,2015,November,105252
IL,2015,December,103953
IL,2016,January,103132
IL,2016,February,103656
IL,2016,March,103543
IL,2016,April,103291
IL,2016,May,103228
IL,2016,June,103275
IL,2016,July,103249
IL,2016,August,103292
IL,2016,September,103368
IL,2016,October,103256
IL,2016,November,103309
IL,2016,December,104091
IL,2017,January,104762
IL,2017,February,104986
IL,2017,March,105376
IL,2017,April,105559
IL,2017,May,105625
IL,2017,June,105673
IL,2017,July,105607
IL,2017,August,105639
IL,2017,September,105968
IL,2017,October,105958
IL,2017,November,106309
IL,2017,December,106635
IL,2018,January,107753
IL,2018,February,107651
IL,2018,March,107326
IL,2018,April,107682
IL,2015,January,1652
IL,2015,February,1657
IL,2015,March,1688
IL,2015,April,1735
IL,2015,May,1782
IL,2015,June,1766
IL,2015,July,1761
IL,2015,August,1793
IL,2015,September,1813
IL,2015,October,1847
IL,2015,November,1860
IL,2015,December,1864
IL,2016,January,1893
IL,2016,February,1958
IL,2016,March,2025
IL,2016,April,2097
IL,2016,May,2129
IL,2016,June,2213
IL,2016,July,2261
IL,2016,August,2275
IL,2016,September,2319
IL,2016,October,2297
IL,2016,November,2333
IL,2016,December,2427
IL,2017,January,2524
IL,2017,February,2553
IL,2017,March,2543
IL,2017,April,2513
IL,2017,May,2473
IL,2017,June,2462
IL,2017,July,2486
IL,2017,August,2560
IL,2017,September,2650
IL,2017,October,2715
IL,2017,November,2782
IL,2017,December,2766
IL,2018,January,2761
IL,2018,February,2746
IL,2018,March,2767
IL,2018,April,2801
IN,2015,January,62174
IN,2015,February,62377
IN,2015,March,62886
IN,2015,April,63354
IN,2015,May,63491
IN,2015,June,63517
IN,2015,July,63570
IN,2015,August,63694
IN,2015,September,63837
IN,2015,October,63829
IN,2015,November,63655
IN,2015,December,63255
IN,2016,January,62610
IN,2016,February,62863
IN,2016,March,62968
IN,2016,April,62811
IN,2016,May,62632
IN,2016,June,62648
IN,2016,July,62795
IN,2016,August,62933
IN,2016,September,62891
IN,2016,October,63185
IN,2016,November,63580
IN,2016,December,64051
IN,2017,January,64506
IN,2017,February,64783
IN,2017,March,65084
IN,2017,April,65321
IN,2017,May,65558
IN,2017,June,65867
IN,2017,July,65911
IN,2017,August,65912
IN,2017,September,66064
IN,2017,October,66029
IN,2017,November,66014
IN,2017,December,66063
IN,2018,January,66632
IN,2018,February,66504
IN,2018,March,66197
IN,2018,April,66175
IN,2015,January,1162
IN,2015,February,1151
IN,2015,March,1193
IN,2015,April,1208
IN,2015,May,1203
IN,2015,June,1217
IN,2015,July,1207
IN,2015,August,1221
IN,2015,September,1210
IN,2015,October,1205
IN,2015,November,1218
IN,2015,December,1232
IN,2016,January,1228
IN,2016,February,1259
IN,2016,March,1264
IN,2016,April,1285
IN,2016,May,1321
IN,2016,June,1354
IN,2016,July,1383
IN,2016,August,1421
IN,2016,September,1434
IN,2016,October,1441
IN,2016,November,1469
IN,2016,December,1506
IN,2017,January,1576
IN,2017,February,1629
IN,2017,March,1664
IN,2017,April,1700
IN,2017,May,1721
IN,2017,June,1720
IN,2017,July,1777
IN,2017,August,1762
IN,2017,September,1802
IN,2017,October,1842
IN,2017,November,1861
IN,2017,December,1835
IN,2018,January,1805
IN,2018,February,1747
IN,2018,March,1721
IN,2018,April,1696
KS,2015,January,25208
KS,2015,February,25320
KS,2015,March,25392
KS,2015,April,25392
KS,2015,May,25456
KS,2015,June,25657
KS,2015,July,25803
KS,2015,August,25885
KS,2015,September,25920
KS,2015,October,26017
KS,2015,November,25935
KS,2015,December,25863
KS,2016,January,25598
KS,2016,February,25507
KS,2016,March,25415
KS,2016,April,25463
KS,2016,May,25400
KS,2016,June,25353
KS,2016,July,25292
KS,2016,August,25308
KS,2016,September,25223
KS,2016,October,25174
KS,2016,November,25296
KS,2016,December,25489
KS,2017,January,25718
KS,2017,February,25933
KS,2017,March,26130
KS,2017,April,26134
KS,2017,May,26151
KS,2017,June,26079
KS,2017,July,26133
KS,2017,August,26011
KS,2017,September,26084
KS,2017,October,26140
KS,2017,November,26133
KS,2017,December,26150
KS,2018,January,26281
KS,2018,February,26298
KS,2018,March,26276
KS,2018,April,26331
KS,2015,January,312
KS,2015,February,308
KS,2015,March,323
KS,2015,April,332
KS,2015,May,337
KS,2015,June,330
KS,2015,July,328
KS,2015,August,337
KS,2015,September,334
KS,2015,October,334
KS,2015,November,328
KS,2015,December,323
KS,2016,January,313
KS,2016,February,317
KS,2016,March,313
KS,2016,April,312
KS,2016,May,305
KS,2016,June,319
KS,2016,July,320
KS,2016,August,320
KS,2016,September,315
KS,2016,October,312
KS,2016,November,315
KS,2016,December,313
KS,2017,January,327
KS,2017,February,324
KS,2017,March,323
KS,2017,April,317
KS,2017,May,317
KS,2017,June,301
KS,2017,July,310
KS,2017,August,297
KS,2017,September,303
KS,2017,October,316
KS,2017,November,313
KS,2017,December,323
KS,2018,January,319
KS,2018,February,317
KS,2018,March,318
KS,2018,April,323
KY,2015,January,44911
KY,2015,February,45331
KY,2015,March,45453
KY,2015,April,45635
KY,2015,May,45852
KY,2015,June,45839
KY,2015,July,45917
KY,2015,August,45990
KY,2015,September,46169
KY,2015,October,46372
KY,2015,November,46396
KY,2015,December,46195
KY,2016,January,45819
KY,2016,February,45854
KY,2016,March,46039
KY,2016,April,46307
KY,2016,May,46269
KY,2016,June,46456
KY,2016,July,46593
KY,2016,August,46769
KY,2016,September,47052
KY,2016,October,47070
KY,2016,November,47283
KY,2016,December,47606
KY,2017,January,47839
KY,2017,February,47924
KY,2017,March,48020
KY,2017,April,48046
KY,2017,May,48136
KY,2017,June,48254
KY,2017,July,48228
KY,2017,August,48144
KY,2017,September,48012
KY,2017,October,47967
KY,2017,November,47845
KY,2017,December,48014
KY,2018,January,48409
KY,2018,February,48336
KY,2018,March,48233
KY,2018,April,48154
KY,2015,January,1101
KY,2015,February,1121
KY,2015,March,1152
KY,2015,April,1172
KY,2015,May,1185
KY,2015,June,1198
KY,2015,July,1211
KY,2015,August,1208
KY,2015,September,1233
KY,2015,October,1217
KY,2015,November,1240
KY,2015,December,1248
KY,2016,January,1253
KY,2016,February,1228
KY,2016,March,1253
KY,2016,April,1291
KY,2016,May,1320
KY,2016,June,1371
KY,2016,July,1376
KY,2016,August,1404
KY,2016,September,1411
KY,2016,October,1416
KY,2016,November,1395
KY,2016,December,1437
KY,2017,January,1480
KY,2017,February,1545
KY,2017,March,1552
KY,2017,April,1580
KY,2017,May,1583
KY,2017,June,1564
KY,2017,July,1568
KY,2017,August,1575
KY,2017,September,1566
KY,2017,October,1564
KY,2017,November,1594
KY,2017,December,1566
KY,2018,January,1528
KY,2018,February,1489
KY,2018,March,1449
KY,2018,April,1414
LA,2015,January,44100
LA,2015,February,44150
LA,2015,March,44301
LA,2015,April,44230
LA,2015,May,44154
LA,2015,June,44191
LA,2015,July,44204
LA,2015,August,44240
LA,2015,September,44371
LA,2015,October,44348
LA,2015,November,44169
LA,2015,December,43914
LA,2016,January,43495
LA,2016,February,43428
LA,2016,March,43445
LA,2016,April,43610
LA,2016,May,43743
LA,2016,June,43768
LA,2016,July,43742
LA,2016,August,43939
LA,2016,September,44033
LA,2016,October,44225
LA,2016,November,44340
LA,2016,December,44411
LA,2017,January,44579
LA,2017,February,44597
LA,2017,March,44769
LA,2017,April,44836
LA,2017,May,44913
LA,2017,June,44976
LA,2017,July,44995
LA,2017,August,45036
LA,2017,September,45026
LA,2017,October,45077
LA,2017,November,45342
LA,2017,December,45967
LA,2018,January,46795
LA,2018,February,46894
LA,2018,March,46590
LA,2018,April,46515
LA,2015,January,782
LA,2015,February,785
LA,2015,March,784
LA,2015,April,796
LA,2015,May,803
LA,2015,June,802
LA,2015,July,825
LA,2015,August,823
LA,2015,September,838
LA,2015,October,834
LA,2015,November,853
LA,2015,December,875
LA,2016,January,890
LA,2016,February,901
LA,2016,March,894
LA,2016,April,893
LA,2016,May,899
LA,2016,June,941
LA,2016,July,962
LA,2016,August,979
LA,2016,September,997
LA,2016,October,1021
LA,2016,November,1012
LA,2016,December,1004
LA,2017,January,1015
LA,2017,February,1010
LA,2017,March,1020
LA,2017,April,1036
LA,2017,May,1030
LA,2017,June,1016
LA,2017,July,1007
LA,2017,August,1020
LA,2017,September,1014
LA,2017,October,1015
LA,2017,November,1059
LA,2017,December,1102
LA,2018,January,1112
LA,2018,February,1134
LA,2018,March,1166
LA,2018,April,1175
MA,2015,January,57044
MA,2015,February,57676
MA,2015,March,58056
MA,2015,April,58197
MA,2015,May,58356
MA,2015,June,58523
MA,2015,July,58729
MA,2015,August,58790
MA,2015,September,58924
MA,2015,October,59151
MA,2015,November,59104
MA,2015,December,58761
MA,2016,January,57874
MA,2016,February,57469
MA,2016,March,57250
MA,2016,April,57077
MA,2016,May,56934
MA,2016,June,56937
MA,2016,July,56793
MA,2016,August,56981
MA,2016,September,57129
MA,2016,October,57073
MA,2016,November,57362
MA,2016,December,57861
MA,2017,January,58454
MA,2017,February,58797
MA,2017,March,58965
MA,2017,April,59087
MA,2017,May,59072
MA,2017,June,59166
MA,2017,July,59435
MA,2017,August,59589
MA,2017,September,59535
MA,2017,October,59624
MA,2017,November,59559
MA,2017,December,59727
MA,2018,January,60032
MA,2018,February,59853
MA,2018,March,59771
MA,2018,April,59637
MA,2015,January,1296
MA,2015,February,1288
MA,2015,March,1331
MA,2015,April,1376
MA,2015,May,1395
MA,2015,June,1408
MA,2015,July,1453
MA,2015,August,1494
MA,2015,September,1549
MA,2015,October,1623
MA,2015,November,1702
MA,2015,December,1723
MA,2016,January,1738
MA,2016,February,1788
MA,2016,March,1812
MA,2016,April,1889
MA,2016,May,1932
MA,2016,June,2001
MA,2016,July,2073
MA,2016,August,2089
MA,2016,September,2131
MA,2016,October,2143
MA,2016,November,2157
MA,2016,December,2198
MA,2017,January,2226
MA,2017,February,2209
MA,2017,March,2206
MA,2017,April,2173
MA,2017,May,2150
MA,2017,June,2119
MA,2017,July,2096
MA,2017,August,2124
MA,2017,September,2129
MA,2017,October,2122
MA,2017,November,2135
MA,2017,December,2171
MA,2018,January,2189
MA,2018,February,2195
MA,2018,March,2181
MA,2018,April,2179
MD,2015,January,109
MD,2015,February,117
MD,2015,March,119
MD,2015,April,119
MD,2015,May,121
MD,2015,June,122
MD,2015,July,131
MD,2015,August,139
MD,2015,September,144
MD,2015,October,150
MD,2015,November,143
MD,2015,December,145
MD,2016,January,154
MD,2016,February,164
MD,2016,March,171
MD,2016,April,179
MD,2016,May,199
MD,2016,June,221
MD,2016,July,237
MD,2016,August,243
MD,2016,September,259
MD,2016,October,275
MD,2016,November,298
MD,2016,December,316
MD,2017,January,329
MD,2017,February,335
MD,2017,March,346
MD,2017,April,380
MD,2017,May,388
MD,2017,June,404
MD,2017,July,411
MD,2017,August,435
MD,2017,September,459
MD,2017,October,474
MD,2017,November,497
MD,2017,December,524
MD,2018,January,553
MD,2018,February,592
MD,2018,March,631
MD,2018,April,658
MD,2015,January,327
MD,2015,February,336
MD,2015,March,335
MD,2015,April,329
MD,2015,May,337
MD,2015,June,331
MD,2015,July,342
MD,2015,August,363
MD,2015,September,381
MD,2015,October,390
MD,2015,November,396
MD,2015,December,422
MD,2016,January,418
MD,2016,February,421
MD,2016,March,433
MD,2016,April,468
MD,2016,May,506
MD,2016,June,560
MD,2016,July,596
MD,2016,August,604
MD,2016,September,609
MD,2016,October,626
MD,2016,November,633
MD,2016,December,656
MD,2017,January,679
MD,2017,February,688
MD,2017,March,692
MD,2017,April,683
MD,2017,May,646
MD,2017,June,613
MD,2017,July,582
MD,2017,August,574
MD,2017,September,572
MD,2017,October,556
MD,2017,November,543
MD,2017,December,516
MD,2018,January,481
MD,2018,February,468
MD,2018,March,454
MD,2018,April,449
MD,2015,January,150
MD,2015,February,161
MD,2015,March,163
MD,2015,April,171
MD,2015,May,173
MD,2015,June,170
MD,2015,July,176
MD,2015,August,166
MD,2015,September,175
MD,2015,October,183
MD,2015,November,184
MD,2015,December,188
MD,2016,January,179
MD,2016,February,183
MD,2016,March,183
MD,2016,April,180
MD,2016,May,177
MD,2016,June,180
MD,2016,July,180
MD,2016,August,191
MD,2016,September,190
MD,2016,October,188
MD,2016,November,189
MD,2016,December,194
MD,2017,January,200
MD,2017,February,189
MD,2017,March,202
MD,2017,April,209
MD,2017,May,215
MD,2017,June,218
MD,2017,July,216
MD,2017,August,222
MD,2017,September,227
MD,2017,October,227
MD,2017,November,227
MD,2017,December,241
MD,2018,January,241
MD,2018,February,246
MD,2018,March,243
MD,2018,April,236
MD,2015,January,400
MD,2015,February,406
MD,2015,March,403
MD,2015,April,405
MD,2015,May,403
MD,2015,June,394
MD,2015,July,393
MD,2015,August,394
MD,2015,September,401
MD,2015,October,418
MD,2015,November,418
MD,2015,December,408
MD,2016,January,394
MD,2016,February,404
MD,2016,March,431
MD,2016,April,472
MD,2016,May,508
MD,2016,June,551
MD,2016,July,573
MD,2016,August,603
MD,2016,September,633
MD,2016,October,632
MD,2016,November,665
MD,2016,December,694
MD,2017,January,713
MD,2017,February,709
MD,2017,March,714
MD,2017,April,704
MD,2017,May,693
MD,2017,June,663
MD,2017,July,643
MD,2017,August,613
MD,2017,September,595
MD,2017,October,590
MD,2017,November,580
MD,2017,December,541
MD,2018,January,538
MD,2018,February,542
MD,2018,March,526
MD,2018,April,511
MD,2015,January,46592
MD,2015,February,46765
MD,2015,March,46818
MD,2015,April,46928
MD,2015,May,47095
MD,2015,June,47301
MD,2015,July,47386
MD,2015,August,47457
MD,2015,September,47485
MD,2015,October,47630
MD,2015,November,47583
MD,2015,December,47162
MD,2016,January,46615
MD,2016,February,46686
MD,2016,March,46689
MD,2016,April,46898
MD,2016,May,47054
MD,2016,June,47120
MD,2016,July,47315
MD,2016,August,47548
MD,2016,September,47868
MD,2016,October,48045
MD,2016,November,48351
MD,2016,December,48668
MD,2017,January,49031
MD,2017,February,49189
MD,2017,March,49489
MD,2017,April,49576
MD,2017,May,49556
MD,2017,June,49654
MD,2017,July,49530
MD,2017,August,49549
MD,2017,September,49583
MD,2017,October,49527
MD,2017,November,49539
MD,2017,December,49670
MD,2018,January,49960
MD,2018,February,49966
